date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:37:47	1000/1000	---M-Z	200	added ('OK')	application/x-javascript	etag:%223e8-660ec1a6-286cf8c4a667c060;gz%22	https://askit.dextheme.net/shieldx/wp-includes/js/dist/escape-html.min.js?ver=6561a406d2d232a6fbd2	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-includes/js/dist/escape-html.min3a9d.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:47	11978/11978	---M-Z	200	added ('OK')	application/x-javascript	etag:%222eca-660ec1a6-b83b86073e00f108;gz%22	https://askit.dextheme.net/shieldx/wp-includes/js/dist/element.min.js?ver=cb762d190aebbec25b27	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-includes/js/dist/element.min1596.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:48	5350/5350	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214e6-67949288-1d2fd64e1a6f3d29;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/js/webpack.runtime.mindb68.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:50	21464/21464	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253d8-6697fe11-96d44eae11d30275;gz%22	https://askit.dextheme.net/shieldx/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-includes/js/jquery/ui/core.minb37e.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:50	59749/59749	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e965-67949288-11fd9d92a4fce6cb;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/js/frontend-modules.mindb68.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:51	44252/44252	---M-Z	200	added ('OK')	application/x-javascript	etag:%22acdc-67949288-d35d82181da97973;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/js/frontend.mindb68.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:53	681/681	---M-Z	200	added ('OK')	application/x-javascript	etag:%222a9-6794928a-5911e0bb36aedf9c;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min.js?ver=3.3.9	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.min7558.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:55	18660/18660	---M-Z	200	added ('OK')	application/x-javascript	etag:%2248e4-6794928a-1b9144c390ac683a;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?ver=3.3.9	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor7558.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:57	603549/603549	---M-Z	200	added ('OK')	application/x-javascript	etag:%229359d-6794928c-aef0cfea42e3ba1d;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/metform/public/assets/js/app.js?ver=3.9.3	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/metform/public/assets/js/app657a.js	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:37:57	224978/224978	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Feb%202025%2015:37:56%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/XAAH3RAa.jpg	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/XAAH3RAa.jpg	(from https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/elementor/css/post-5.css?ver=1721136343)
16:37:59	101903/101903	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:37:57%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/Overlay3.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/Overlay3.png	(from https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/elementor/css/post-5.css?ver=1721136343)
16:38:10	121773/121773	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Feb%202025%2015:38:09%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/86LWQZT.jpg	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/86LWQZT.jpg	(from https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/elementor/css/post-5.css?ver=1721136343)
16:38:12	322/322	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:38:10%20GMT	https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/img/arrow.png	(from https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.3.9)
16:38:13	222/222	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:38:13%20GMT	https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc.png	(from https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.3.9)
16:38:14	234/234	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:38:14%20GMT	https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_desc.png	(from https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.3.9)
16:38:14	210/210	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Feb%202025%2015:38:14%20GMT	https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/img/sort_asc_disabled.png	(from https://askit.dextheme.net/shieldx/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=3.3.9)
16:38:20	26702/26702	---M-Z	200	added ('OK')	text/css	etag:%22684e-67949288-b20e82dcc161cd1c;gz%22	https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.27.1	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.mindb68.css	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:38:21	281793/281793	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Feb%202025%2015:38:18%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/MB829V8.jpg	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/MB829V8.jpg	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:38:22	4598/4598	---M-Z	200	added ('OK')	image/svg+xml	etag:%2211f6-65772507-ec8d9fffbcbdf493;gz%22	https://askit.dextheme.net/shieldx/wp-includes/js/mediaelement/mejs-controls.svg	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-includes/js/mediaelement/mejs-controls.svg	(from https://askit.dextheme.net/shieldx/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17)
16:38:23	50061/50061	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2015:38:22%20GMT	https://askit.dextheme.net/shieldx/template-kit/home/cute-alert.js	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/template-kit/home/cute-alert.js	(from https://askit.dextheme.net/shieldx/wp-content/plugins/metform/public/assets/lib/cute-alert/cute-alert.js?ver=3.9.3)
16:38:25	50061/50061	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2015:38:24%20GMT	https://askit.dextheme.net/shieldx/template-kit/home/${i}/img/${e}.svg	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/template-kit/home/${i}/img/${e}.svg	(from https://askit.dextheme.net/shieldx/wp-content/plugins/metform/public/assets/lib/cute-alert/cute-alert.js?ver=3.9.3)
16:38:27	50061/50061	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2015:38:27%20GMT	https://askit.dextheme.net/shieldx/template-kit/home/GET	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/template-kit/home/GET	(from https://askit.dextheme.net/shieldx/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.17)
16:38:29	50061/50061	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2015:38:27%20GMT	https://askit.dextheme.net/shieldx/template-kit/home/Trident/	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/template-kit/home/Trident/index.html	(from https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.27.1)
16:38:33	50061/50061	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2015:38:29%20GMT	https://askit.dextheme.net/shieldx/template-kit/home/$&/	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/template-kit/home/$&/index.html	(from https://askit.dextheme.net/shieldx/wp-includes/js/dist/vendor/react.min.js?ver=18.3.1)
16:38:35	50061/50061	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2015:38:31%20GMT	https://askit.dextheme.net/shieldx/template-kit/home/blots/	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/template-kit/home/blots/index.html	(from https://askit.dextheme.net/shieldx/wp-content/plugins/metform/public/assets/js/app.js?ver=3.9.3)
16:38:36	50061/50061	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2015:38:34%20GMT	https://askit.dextheme.net/shieldx/template-kit/home/formats/	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/template-kit/home/formats/index.html	(from https://askit.dextheme.net/shieldx/wp-content/plugins/metform/public/assets/js/app.js?ver=3.9.3)
16:38:37	50061/50061	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2015:38:36%20GMT	https://askit.dextheme.net/shieldx/template-kit/home/-negative.svg	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/template-kit/home/-negative.svg	(from https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.27.1)
16:38:38	312789/312789	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Feb%202025%2015:38:17%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/HRVLA7K.jpg	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/HRVLA7K.jpg	(from https://askit.dextheme.net/shieldx/template-kit/home/)
16:38:39	50061/50061	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Feb%202025%2015:38:38%20GMT	https://askit.dextheme.net/shieldx/template-kit/home/OPR/	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/template-kit/home/OPR/index.html	(from https://askit.dextheme.net/shieldx/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.27.1)
16:41:59	164/164	UR-M--	412	error ('Precondition%20Failed')	text/html	date:Tue,%2004%20Feb%202025%2015:41:58%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/K57YQP2.jpg	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/K57YQP2.jpg	(from https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/elementor/css/post-5.css?ver=1721136343)
16:42:02	349088/349088	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Feb%202025%2015:42:01%20GMT	https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/K57YQP2.jpg	C:/My%20Web%20Sites/shield/askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/K57YQP2.jpg	(from https://askit.dextheme.net/shieldx/wp-content/uploads/sites/18/2024/07/K57YQP2.jpg)
